Id,choose
10000,0.5010729193364347
10001,0.5021570059466773
10002,0.4966135408684041
10003,0.498681004260302
10004,0.5020668681951743
10005,0.510967534676598
10006,0.5000561397448609
10007,0.5032474446823486
10008,0.4869189161686232
10009,0.5049299589006505
10010,0.5041867797140079
10011,0.4909474413384265
10012,0.5014938362393788
10013,0.4999135148971872
10014,0.5061289578987664
10015,0.4990430639073489
10016,0.49054786282239204
10017,0.5014726321344514
10018,0.5023828106522334
10019,0.4998175850423106
10020,0.5042917431454234
10021,0.5206550912515578
10022,0.4979801796728168
10023,0.4947826347848222
10024,0.501667158380283
10025,0.4992688726233645
10026,0.502788887851667
10027,0.49548340078102837
10028,0.49445189279182106
10029,0.49556716075790275
10030,0.507714768880927
10031,0.5006106428756207
10032,0.498791765032277
10033,0.501100496171473
10034,0.5042514237755172
10035,0.4946214921816222
10036,0.5025318045748839
10037,0.4981911543225982
10038,0.5028016328008929
10039,0.49374478624776025
10040,0.4974505958685171
10041,0.4991729429944633
10042,0.5018346896965625
10043,0.5008555697288467
10044,0.49581415605912155
10045,0.4959042892366798
10046,0.5002109277573142
10047,0.5030088993134654
10048,0.49625149777763894
10049,0.4963941149112917
10050,0.503002526869972
10051,0.49904943655794587
10052,0.4964651326283503
10053,0.49699840893502417
10054,0.5050783593842696
10055,0.4984885639085705
10056,0.505856492701068
10057,0.49781264926747454
10058,0.5008555697288467
10059,0.5032474446823486
10060,0.5037033277547376
10061,0.48695862919188937
10062,0.49727669465903024
10063,0.5070830098878534
10064,0.5038082928090994
10065,0.5015712295245014
10066,0.5049484929415919
10067,0.4986120696971228
10068,0.4990955492142892
10069,0.4918303766540663
10070,0.502020756150637
10071,0.5033810225455446
10072,0.5057292987179481
10073,0.5034859885728408
10074,0.49660716848750014
10075,0.501989475456399
10076,0.5006106428756207
10077,0.5044189445518789
10078,0.5015897651890334
10079,0.5082940322810142
10080,0.5015897651890334
10081,0.4976053801084692
10082,0.5056640763491831
10083,0.5042079825112223
10084,0.504040460538928
10085,0.5019958480289674
10086,0.5069780596647606
10087,0.487035970864013
10088,0.4994114972227991
10089,0.5070675991849541
10090,0.4930228759917201
10091,0.49768914493970307
10092,0.5031700538575555
10093,0.5019958480289674
10094,0.5038019205043908
10095,0.49943003304766315
10096,0.4971935126883502
10097,0.5026341043803103
10098,0.4971282839552079
10099,0.5025816203193242
10100,0.496715838851765
10101,0.5094742693770731
10102,0.5041305938803613
10103,0.49468404742080896
10104,0.49070051088223665
10105,0.49334513748025655
10106,0.5035946583335964
10107,0.5051684892795149
10108,0.5024480399662481
10109,0.5008491970735829
10110,0.5043479286719804
10111,0.5013575851730471
10112,0.493184006027999
10113,0.4962387531488618
10114,0.4962976080326692
10115,0.5013512125460228
10116,0.4942531035890192
10117,0.5043415564793787
10118,0.5065222376584972
10119,0.5023891831808996
10120,0.5015712295245014
10121,0.5015961377981352
10122,0.5030274344878088
10123,0.4990181554774553
10124,0.5042328892600536
